;1. Gang Pinion -> 1. Gang Wheel\Powerloss;2. Gang Pinion -> 2. Gang Wheel\Powerloss;Konstant Pinion -> Konstant Wheel\Powerloss;1. Gang Pinion\Lifetime;1. Gang Wheel\Lifetime;2. Gang Pinion\Lifetime;2. Gang Wheel\Lifetime;Konstant Pinion\Lifetime;Konstant Wheel\Lifetime;1. Gang Pinion\contactDamage;1. Gang Wheel\contactDamage;2. Gang Pinion\contactDamage;2. Gang Wheel\contactDamage;Konstant Pinion\contactDamage;Konstant Wheel\contactDamage;1. Gang Pinion\Powerloss;1. Gang Wheel\Powerloss;2. Gang Pinion\Powerloss;2. Gang Wheel\Powerloss;Konstant Pinion\Powerloss;Konstant Wheel\Powerloss;Rolling Bearing 7\Lifetime;Rolling Bearing 8\Lifetime;Rolling Bearing 1\Lifetime;Rolling Bearing 2\Lifetime;Rolling Bearing 3\Lifetime;Rolling Bearing 4\Lifetime;Rolling Bearing 5\Lifetime;Rolling Bearing 6\Lifetime;Rolling Bearing 7\Powerloss;Rolling Bearing 8\Powerloss;Rolling Bearing 1\Powerloss;Rolling Bearing 2\Powerloss;Rolling Bearing 3\Powerloss;Rolling Bearing 4\Powerloss;Rolling Bearing 5\Powerloss;Rolling Bearing 6\Powerloss
174;102.233934;5.5157188e-07;76.2276034;101825479.105143;428515557.4547083;2.1600000000000003e+31;2.1600000000000003e+31;107720107.07558176;558798054.566304;2121.27654;504.065713;0.0;0.0;2005.19667;386.543937;1.33628447;0.0;2.10683025;0.0;0.0;52.5000645;46164381.1;6353264.63;55518970.0;551175061.0;5408941.55;5193925.03;inf;4.07374578e+26;1.66608321;2.59279982;20.0711227;15.7725702;5.77978486;6.31820881;2.06943358e-16;1.08370519
175;102.136924;3.52667354e-07;76.176097;101825076.8501197;428513864.0254686;2.1600000000000003e+31;2.1600000000000003e+31;107596909.16122475;558158966.6040233;2121.28492;504.067705;0.0;0.0;2007.49261;386.986527;1.42983755;0.0;2.20353051;0.0;0.0;53.3295437;61235983.4;6287728.89;58240219.9;586209848.0;5584286.71;5346454.39;inf;4.20086642e+26;1.52559311;2.61330787;20.1754564;15.87689;5.80015246;6.33774031;2.06943358e-16;1.10042392
176;102.039123;5.25957499e-07;76.1239855;101825578.46934348;428515976.563509;2.1600000000000003e+31;2.1600000000000003e+31;107474546.1961922;557524208.2367063;2121.27447;504.06522;0.0;0.0;2009.7782;387.427123;1.52663674;0.0;2.30269138;0.0;0.0;54.1669016;79680687.5;6206342.19;61139027.5;624111258.0;5767211.64;5505129.38;inf;4.32970545e+26;1.41142926;2.63615651;20.281472;15.9829136;5.82086375;6.35754265;2.06943358e-16;1.1174312
177;101.941118;2.52967881e-07;76.0717132;101825426.78300907;428515337.27414554;2.1600000000000003e+31;2.1600000000000003e+31;107351661.44935936;556886744.0453235;2121.27763;504.065972;0.0;0.0;2012.07878;387.870608;1.62670557;0.0;2.40433186;0.0;0.0;55.0121682;72977495.7;6326089.17;64228292.4;665144089.0;5958041.95;5670164.7;inf;4.39882213e+26;1.4616349;2.63086015;20.3892836;16.0907176;5.84196398;6.37766844;2.06943358e-16;1.13473397
178;101.842643;2.14087532e-07;76.0190874;101825313.01855482;428514858.6584904;2.1600000000000003e+31;2.1600000000000003e+31;107228827.96205352;556249544.1039255;2121.28;504.066535;0.0;0.0;2014.38367;388.314925;1.7300678;0.0;2.50847089;0.0;0.0;55.8653737;57072887.7;6528730.96;67524008.6;709629871.0;6157269.2;5841953.01;inf;4.44286855e+26;1.59408952;2.61475619;20.4988992;16.2003256;5.8634457;6.39810448;2.06943358e-16;1.15233911
179;100.334922;4.51153285e-07;76.0703811;101825131.09196012;428514093.5557561;2.1600000000000003e+31;2.1600000000000003e+31;114331446.86446008;593094379.7264525;2121.28379;504.067435;0.0;0.0;1889.244;364.191615;4.08035778;0.0;4.73897237;0.0;0.0;72.0088868;61541054.0;6422345.56;63832823.4;682953918.0;5964846.9;5674147.44;inf;4.37154555e+26;1.54460505;2.61787532;20.4058506;16.0614459;5.98248232;6.49313508;2.27286932e-16;1.26406364
180;101.743655;1.76670426e-06;75.9660433;101825337.01947339;428514958.9721626;2.1600000000000003e+31;2.1600000000000003e+31;107106231.16830103;555613573.4451345;2121.2795;504.066417;0.0;0.0;2016.68939;388.759401;1.83674745;0.0;2.6151273;0.0;0.0;56.7265479;43656528.6;6712320.88;71043344.3;757922965.0;6365382.23;6020870.04;inf;4.4803335e+26;1.75614487;2.6020978;20.6103493;16.3117734;5.8853155;6.41885462;2.06943358e-16;1.17025379
181;101.644183;3.30763253e-07;75.9126543;101825409.98233528;428515267.5645164;2.1600000000000003e+31;2.1600000000000003e+31;106983637.78870705;554977622.300226;2121.27798;504.066054;0.0;0.0;2019.00033;389.204882;1.94676866;0.0;2.72431985;0.0;0.0;57.5957209;32534269.4;6844418.85;74804662.7;810412999.0;6582884.97;6207295.08;inf;4.52112528e+26;1.9581482;2.59687154;20.723689;16.4251095;5.9075849;6.43993055;2.06943358e-16;1.18848538
182;101.544228;6.76425018e-07;75.8588785;101825517.98676357;428515720.6775109;2.1600000000000003e+31;2.1600000000000003e+31;106861164.54031914;554342290.1958791;2121.27573;504.065521;0.0;0.0;2021.3143;389.65095;2.06015575;0.0;2.8360672;0.0;0.0;58.4729226;36593698.7;6901266.48;78828535.3;867542678.0;6810330.84;6401664.85;inf;4.63524478e+26;1.89182739;2.60174751;20.8389549;16.540374;5.93026267;6.46133255;2.06943358e-16;1.20704135
183;101.444024;8.88818595e-07;75.8049107;101825031.72863275;428513675.3007497;2.1600000000000003e+31;2.1600000000000003e+31;106738210.25816464;553704465.1327914;2121.28586;504.067927;0.0;0.0;2023.6427;390.099798;2.17693314;0.0;2.95038794;0.0;0.0;59.358183;49977610.2;6882303.49;82308083.8;917736528.0;7048251.27;6604351.94;inf;4.7929256e+26;1.7133707;2.61651145;20.9562252;16.6576281;5.95337458;6.48309271;2.06943358e-16;1.22592961
184;101.342961;1.31080418e-06;75.7502789;101825552.06820849;428515866.0479241;2.1600000000000003e+31;2.1600000000000003e+31;106616190.61328253;553071487.8850535;2121.27502;504.06535;0.0;0.0;2025.95871;390.546258;2.29712535;0.0;3.06730056;0.0;0.0;60.2515322;66699596.0;6818444.95;84819646.1;954415325.0;7297400.84;6815964.12;inf;4.94722569e+26;1.57098765;2.63712855;21.0754664;16.7768778;5.97689214;6.5051737;2.06943358e-16;1.24515833
185;101.241641;5.77954997e-07;75.69545;101825474.30494496;428515538.75210345;2.1600000000000003e+31;2.1600000000000003e+31;106493683.06095503;552435981.6787778;2121.27664;504.065735;0.0;0.0;2028.28932;390.995531;2.42075696;0.0;3.18682347;0.0;0.0;61.153;87293691.3;6735605.51;87446442.3;993169967.0;7558319.38;7036866.12;inf;5.10791888e+26;1.45555362;2.66030946;21.1968051;16.8982101;6.00086478;6.52763025;2.06943358e-16;1.26473581
186;101.139821;7.25514316e-07;75.6402285;101825428.22306709;428515344.0750862;2.1600000000000003e+31;2.1600000000000003e+31;106371267.09182507;551800948.9050127;2121.2776;504.065964;0.0;0.0;2030.62355;391.445503;2.54785261;0.0;3.308975;0.0;0.0;62.0626164;83226774.2;6846571.85;90196152.9;1034162420.0;7831775.75;7267645.74;inf;5.20943321e+26;1.48831797;2.6587177;21.3202574;17.0216573;6.02528834;6.55045433;2.06943358e-16;1.28467072
187;101.037604;2.01537528e-07;75.5846997;101825126.29179491;428514073.15305394;2.1600000000000003e+31;2.1600000000000003e+31;106248673.36725892;551164991.9573672;2121.28389;504.067459;0.0;0.0;2032.96656;391.897169;2.67843697;0.0;3.43377339;0.0;0.0;62.9804113;65072507.4;7075086.9;93075774.0;1077549020.0;8118517.12;7508852.0;inf;5.26950604e+26;1.61935255;2.64290859;21.4458883;17.1472768;6.05017988;6.57366242;2.06943358e-16;1.30497184
188;100.93461;3.8286703e-07;75.5285731;101825567.42886718;428515929.8069084;2.1600000000000003e+31;2.1600000000000003e+31;106126766.5260908;550532601.1681329;2121.2747;504.065275;0.0;0.0;2035.30181;392.347337;2.81253474;0.0;3.5612368;0.0;0.0;63.9064147;49766734.7;7285401.15;96094585.5;1123528420.0;8419463.29;7761200.41;inf;5.32759256e+26;1.77931917;2.63031322;21.5737004;17.2750953;6.07552765;6.59723477;2.07239186e-16;1.3256482
189;100.831337;6.34485401e-07;75.472227;101825412.38243118;428515276.9158069;2.1600000000000003e+31;2.1600000000000003e+31;106004393.09687614;549897789.0213772;2121.27793;504.066043;0.0;0.0;2037.6514;392.80027;2.95017062;0.0;3.69138331;0.0;0.0;64.8406565;37084432.5;7443353.49;99259324.2;1172264530.0;8735377.21;8025215.15;inf;5.38451044e+26;1.97826261;2.6247602;21.7038114;17.4051984;6.10137514;6.62121935;2.09626994e-16;1.34670916
190;100.236082;1.07828063e-06;76.0176822;101825285.65752149;428514743.0427909;2.1600000000000003e+31;2.1600000000000003e+31;104761632.00289375;543450965.257225;2121.28057;504.066671;0.0;0.0;2061.82355;397.459962;3.91578873;0.0;4.58842839;0.0;0.0;71.0127858;62186510.2;6486669.99;67614324.9;710902856.0;6150786.25;5863754.97;inf;4.4899204e+26;1.55018081;2.62077267;20.501892;16.2032354;5.99288132;6.49530281;2.24899124e-16;1.26871205
191;100.727378;1.72196218e-07;75.4153467;101825733.99630749;428516629.4567425;2.1600000000000003e+31;2.1600000000000003e+31;105882489.96557525;549265416.8815297;2121.27123;504.064452;0.0;0.0;2039.99736;393.252503;3.09136932;0.0;3.82423092;0.0;0.0;65.7831667;39707668.1;7519185.3;102580672.0;1223991990.0;9067325.3;8301725.45;inf;5.51914783e+26;1.94710338;2.6293276;21.8362229;17.5376139;6.12770816;6.64559191;2.12014802e-16;1.36816424
192;100.622984;4.21516692e-07;75.3581277;101825848.721749;428517114.0272256;2.1600000000000003e+31;2.1600000000000003e+31;105760455.20318353;548632361.2489899;2121.26884;504.063882;0.0;0.0;2042.35127;393.706269;3.23615554;0.0;3.95979754;0.0;0.0;66.7339751;54616870.4;7511008.3;106067501.0;1278923740.0;9416266.45;8591412.12;inf;5.71418013e+26;1.7658984;2.64390019;21.9710249;17.6724149;6.15455561;6.67038324;2.1440261e-16;1.39002342
193;100.518175;6.06375977e-07;75.3006013;101825690.31430356;428516447.5305635;2.1600000000000003e+31;2.1600000000000003e+31;105638181.67658398;547998067.4137785;2121.27214;504.064666;0.0;0.0;2044.71524;394.161974;3.38455394;0.0;4.09810102;0.0;0.0;67.6931118;73381286.2;7450276.49;109730195.0;1337305930.0;9783295.51;8895067.33;inf;5.91275241e+26;1.62169016;2.66471147;22.1082812;17.809662;6.18193203;6.69560801;2.16790418e-16;1.41229706
194;100.412867;6.33633583e-07;75.2426754;101825464.7045503;428515497.94642574;2.1600000000000003e+31;2.1600000000000003e+31;105515934.37647493;547363909.728369;2121.27684;504.065783;0.0;0.0;2047.08418;394.618637;3.53658919;0.0;4.23915912;0.0;0.0;68.6606065;96656104.5;7366889.71;113580645.0;1399419420.0;10169626.8;9213583.17;inf;6.11417608e+26;1.50506397;2.68829486;22.2480361;17.9494073;6.20984637;6.72127122;2.19178226e-16;1.43499574
195;100.306834;7.39085425e-07;75.184188;101825767.59787448;428516772.27740264;2.1600000000000003e+31;2.1600000000000003e+31;105394189.27191083;546732358.3819674;2121.27053;504.064284;0.0;0.0;2049.44885;395.074476;3.6922859;0.0;4.38298952;0.0;0.0;69.6364892;96044497.9;7468307.93;117632136.0;1465579990.0;10573173.6;9552606.01;inf;6.26149724e+26;1.52051864;2.69049695;22.3903241;18.0916984;6.23872079;6.74633427;2.21566034e-16;1.45813046
196;100.200555;1.88087022e-07;75.1254999;101825300.0580635;428514803.40097916;2.1600000000000003e+31;2.1600000000000003e+31;105271845.38708472;546097698.2282879;2121.28027;504.0666;0.0;0.0;2051.83066;395.533621;3.85166865;0.0;4.52960983;0.0;0.0;70.6207898;75067587.9;7729015.94;121895799.0;1536077630.0;10987096.6;9923786.44;inf;6.37718493e+26;1.65030529;2.67508942;22.5352705;18.2366299;6.26949411;6.76865984;2.23953842e-16;1.48171241
197;100.093569;7.59497721e-07;75.066259;101825280.8573417;428514724.3402571;2.1600000000000003e+31;2.1600000000000003e+31;105149950.54739408;545465369.360789;2121.28067;504.066693;0.0;0.0;2054.20924;395.992142;4.01476198;0.0;4.67903757;0.0;0.0;71.6135383;57391951.4;7972518.52;126388139.0;1611309410.0;11423229.1;10314628.2;inf;6.4870174e+26;1.80838493;2.66268815;22.6828809;18.3842368;6.30083491;6.79144346;2.2634165e-16;1.50575318
198;99.9859694;6.27798296e-07;75.0065579;101825447.42384447;428515424.8362727;2.1600000000000003e+31;2.1600000000000003e+31;105028212.54716915;544833851.7440045;2121.2772;504.065869;0.0;0.0;2056.59027;396.451137;4.18159038;0.0;4.83129022;0.0;0.0;72.6147644;42755471.4;8162706.59;131124164.0;1691661290.0;11883043.7;10726412.5;inf;6.59850394e+26;2.00449524;2.65694168;22.8332391;18.5345943;6.33276472;6.81470517;2.28729458e-16;1.53026474
199;99.8778188;6.68181718e-07;74.9464218;101825616.87101881;428516137.23626864;2.1600000000000003e+31;2.1600000000000003e+31;104906540.58428755;544202680.0243566;2121.27367;504.065031;0.0;0.0;2058.97553;396.910945;4.35217831;0.0;4.98638515;0.0;0.0;73.6244981;43538487.8;8262965.01;136120542.0;1777565220.0;12368153.2;11160548.5;inf;6.79331994e+26;2.00862071;2.66129807;22.986419;18.6877743;6.36530267;6.8384599;2.31117266e-16;1.55525931
200;99.7691323;3.54033348e-08;74.8858607;101825733.03626305;428516625.20612913;2.1600000000000003e+31;2.1600000000000003e+31;104784891.97068155;543571627.0649487;2121.27125;504.064457;0.0;0.0;2061.36587;397.371734;4.52655014;0.0;5.14433968;0.0;0.0;74.6427693;60357343.8;8269600.65;141395430.0;1869498650.0;12880311.6;11618562.3;inf;7.07843346e+26;1.82472563;2.67575367;23.1424946;18.8438493;6.39846621;6.86272241;2.33505074e-16;1.58074968
201;100.136764;8.40806268e-08;75.9645906;101825502.14609973;428515654.3682323;2.1600000000000003e+31;2.1600000000000003e+31;93909955.88223313;487157896.49649817;2121.27606;504.065599;0.0;0.0;2300.07562;443.388071;3.75493998;0.0;4.44069877;0.0;0.0;70.0251445;62847557.3;6552340.54;71209011.3;757985022.0;6350523.39;6055174.24;inf;4.60108389e+26;1.55583029;2.62372134;20.6116419;16.3169791;6.0021354;6.49998856;2.22511316e-16;1.27342557
202;99.6600245;1.24339757e-09;74.824977;101825471.42482638;428515525.15021;2.1600000000000003e+31;2.1600000000000003e+31;104662943.45689143;542939019.8567705;2121.2767;504.065751;0.0;0.0;2063.76768;397.834733;4.70473021;0.0;5.30517104;0.0;0.0;75.6696079;81700692.8;8214335.35;146967790.0;1967974520.0;13421370.2;12102043.7;inf;7.37204229e+26;1.6787752;2.69683731;23.3015576;19.0029018;6.43227983;6.8875182;2.35892882e-16;1.60674912
203;99.5504395;2.547229e-07;74.7637203;101824965.96653722;428513399.014862;2.1600000000000003e+31;2.1600000000000003e+31;104540833.21144567;542305571.4641621;2121.28723;504.068252;0.0;0.0;2066.17829;398.29943;4.88674279;0.0;5.46889641;0.0;0.0;76.7050437;108387078.0;8131782.91;152859375.0;2073580770.0;13993415.2;12612805.1;inf;7.67291944e+26;1.56106735;2.72092366;23.463676;19.1650038;6.46675738;6.91285727;2.3828069e-16;1.63327124
204;99.4399468;4.99307172e-07;74.7017605;101825362.46045941;428515067.78704655;2.1600000000000003e+31;2.1600000000000003e+31;104419540.62034701;541676366.477064;2121.27897;504.066289;0.0;0.0;2068.57834;398.76209;5.0726121;0.0;5.63553289;0.0;0.0;77.7491066;112408770.0;8222763.11;159096242.0;2187014560.0;14598889.9;13152992.4;inf;7.91248072e+26;1.55937393;2.72703824;23.6288723;19.3302055;6.50188957;6.9387222;2.40668498e-16;1.66033016
205;99.3289478;2.13859199e-08;74.6393962;101825563.10868146;428515910.2541512;2.1600000000000003e+31;2.1600000000000003e+31;104298150.94347093;541046658.8193359;2121.27479;504.065298;0.0;0.0;2070.9859;399.226197;5.26236229;0.0;5.80509751;0.0;0.0;78.8018265;87816076.8;8524371.25;165701409.0;2308945740.0;15240054.1;13724530.0;inf;8.07521165e+26;1.68811343;2.71215232;23.7972792;19.4986137;6.53772084;6.96515945;2.43056306e-16;1.68794039
206;99.2174306;6.25802838e-07;74.5766328;101825581.82948892;428515990.1654311;2.1600000000000003e+31;2.1600000000000003e+31;104176634.68657802;540416292.1271106;2121.2744;504.065204;0.0;0.0;2073.40159;399.691873;5.45601744;0.0;5.97760724;0.0;0.0;79.8632333;67105996.3;8810065.18;172702427.0;2440164750.0;15919566.8;14329720.4;inf;8.23594383e+26;1.84453192;2.70008386;23.9689818;19.6703127;6.57426896;6.9921827;2.45444114e-16;1.71611685
207;99.1055088;4.33251937e-07;74.5135396;101825094.61071596;428513940.53553706;2.1600000000000003e+31;2.1600000000000003e+31;104054766.64432347;539784101.2035813;2121.28455;504.067615;0.0;0.0;2075.82994;400.159989;5.65360157;0.0;6.15307897;0.0;0.0;80.9333569;49968624.4;9041180.08;180128698.0;2581536710.0;16640249.5;14970977.9;inf;8.39294704e+26;2.03808055;2.69432132;24.144079;19.8453948;6.61156133;7.01981843;2.47831922e-16;1.744875
208;98.9928544;3.37593498e-07;74.4498902;101824972.2067324;428513424.51815975;2.1600000000000003e+31;2.1600000000000003e+31;103933213.90252241;539153547.8003277;2121.2871;504.068222;0.0;0.0;2078.25768;400.627986;5.85513864;0.0;6.33152953;0.0;0.0;82.0122271;48337242.5;9173416.0;188015282.0;2734084450.0;17405437.1;15651236.9;inf;8.6427803e+26;2.07766832;2.69859725;24.3226212;20.0239297;6.64959632;7.04805311;2.50219729e-16;1.77423077
209;98.8792307;3.92311851e-07;74.3854801;101825840.56135342;428517079.1721192;2.1600000000000003e+31;2.1600000000000003e+31;103812575.96791637;538527737.8659192;2121.26901;504.063923;0.0;0.0;2080.67277;401.093546;6.06065252;0.0;6.51297569;0.0;0.0;83.0998737;67598656.5;9200780.09;196400499.0;2898950280.0;18218730.2;16373630.4;inf;9.02727317e+26;1.89116816;2.71302001;24.504666;20.2059917;6.68838;7.07688499;2.52607537e-16;1.80420064
210;98.7656232;4.41992161e-07;74.3210757;101825007.72785811;428513574.13756794;2.1600000000000003e+31;2.1600000000000003e+31;103690530.81030911;537894627.9813548;2121.28636;504.068046;0.0;0.0;2083.12175;401.565639;6.27016704;0.0;6.69743415;0.0;0.0;84.1963267;92269820.8;9154404.04;205315516.0;3077182260.0;19083268.8;17140719.6;inf;9.42743829e+26;1.74360495;2.73449642;24.6904409;20.3917425;6.72799844;7.10641427;2.54995345e-16;1.83480187
211;98.6510302;6.61939251e-07;74.2559061;101825175.25350119;428514279.73050326;2.1600000000000003e+31;2.1600000000000003e+31;103569382.10003176;537266169.4507053;2121.28287;504.067216;0.0;0.0;2085.55845;402.035364;6.48370594;0.0;6.88492156;0.0;0.0;85.301616;123400951.0;9075030.85;214811859.0;3270320760.0;20003791.4;17956684.0;inf;9.83754102e+26;1.62496121;2.75920245;24.8799118;20.5812134;6.7684093;7.13658049;2.57383153e-16;1.86605215
212;100.037147;4.1865013e-07;75.9112414;101825292.85779199;428514773.6469405;2.1600000000000003e+31;2.1600000000000003e+31;105762504.84077677;548642993.9118992;2121.28042;504.066635;0.0;0.0;2042.31169;393.698639;3.59778698;0.0;4.29576601;0.0;0.0;69.0459329;63524367.7;6619365.67;74908378.6;811897666.0;6559045.56;6254956.98;inf;4.71715653e+26;1.56155808;2.62672903;20.7267714;16.4281499;6.01151841;6.50478276;2.20123508e-16;1.27820532
213;98.5358038;9.28706236e-07;74.1902369;101825370.14075959;428515098.3912426;2.1600000000000003e+31;2.1600000000000003e+31;103448314.01111197;536638128.48287463;2121.27881;504.066253;0.0;0.0;2087.99923;402.505876;6.7012929;0.0;7.07545448;0.0;0.0;86.4157713;133803620.0;9154613.64;224934047.0;3479835460.0;20984585.4;18825153.2;inf;1.01817782e+27;1.60631957;2.76937903;25.0732264;20.774529;6.80965845;7.16743077;2.59770961e-16;1.89796983
214;98.4199555;5.27218833e-07;74.1240849;101825541.50775832;428515820.1414672;2.1600000000000003e+31;2.1600000000000003e+31;103327259.74743803;536010160.13214195;2121.27524;504.065404;0.0;0.0;2090.44545;402.977436;6.92295152;0.0;7.26904944;0.0;0.0;87.5388225;104464143.0;9509150.43;235733902.0;3707438340.0;22030569.3;19750334.1;inf;1.04202342e+27;1.73426572;2.75518736;25.270493;20.9717956;6.85177156;7.19898662;2.62158769e-16;1.93057387
215;98.3036734;3.30510013e-07;74.0575892;101825157.97289361;428514207.47087896;2.1600000000000003e+31;2.1600000000000003e+31;103205784.77597517;535380009.14890075;2121.28323;504.067301;0.0;0.0;2092.90594;403.451747;7.14870535;0.0;7.46572288;0.0;0.0;88.6707996;79773580.4;9849607.77;247266676.0;3900463720.0;23147024.9;20736713.5;inf;1.06509133e+27;1.8893011;2.74363532;25.4718447;21.1731339;6.89478453;7.23128158;2.64546577e-16;1.96388376
216;98.1865635;7.36444189e-07;73.9904431;101825276.0571624;428514703.0873798;2.1600000000000003e+31;2.1600000000000003e+31;103084793.84322634;534752369.3856259;2121.28077;504.066718;0.0;0.0;2095.36239;403.925279;7.37857785;0.0;7.66549121;0.0;0.0;89.8117324;59360221.5;10134222.9;259599566.0;3900474010.0;24340208.1;21789673.2;inf;1.08854229e+27;2.08058919;2.73804036;25.6773409;21.3786292;6.93869873;7.26430766;2.66934385e-16;1.99791974
217;98.0688581;9.00172423e-09;73.9228349;101825241.49588464;428514557.7177556;2.1600000000000003e+31;2.1600000000000003e+31;102963703.91675311;534124213.0338104;2121.28149;504.066889;0.0;0.0;2097.82663;404.400315;7.61259241;0.0;7.86837074;0.0;0.0;90.9616507;54473971.8;10309256.1;272799498.0;3900476470.0;25616512.0;22914653.6;inf;1.1213464e+27;2.15588157;2.7424052;25.8871307;21.5884138;6.9835543;7.29810069;2.69322193e-16;2.03270272
218;97.950357;5.39818359e-08;73.8546001;101825583.2695513;428515995.266152;2.1600000000000003e+31;2.1600000000000003e+31;102842991.66149025;533498019.56149524;2121.27437;504.065198;0.0;0.0;2100.28896;404.87498;7.85077236;0.0;8.07437777;0.0;0.0;92.1205844;76933385.5;10365852.5;286945859.0;3900496440.0;26983350.5;24118009.2;inf;1.17472442e+27;1.96692705;2.75694181;26.1013058;21.8025932;7.02936635;7.33266636;2.71710001e-16;2.06825434
219;97.8313413;5.41557731e-07;73.7859607;101825511.26648134;428515694.32382077;2.1600000000000003e+31;2.1600000000000003e+31;102721971.9925024;532870229.6319144;2121.27587;504.065552;0.0;0.0;2102.76337;405.351975;8.09314095;0.0;8.28352851;0.0;0.0;93.2885634;106010667.0;10333880.3;302120105.0;3900497580.0;28448429.6;25406177.5;inf;1.22983107e+27;1.81792164;2.77894714;26.3200288;22.0213108;7.07618193;7.36805532;2.74097809e-16;2.10459723
220;97.7116196;7.46330246e-07;73.7167608;101825530.94731036;428515775.0851394;2.1600000000000003e+31;2.1600000000000003e+31;102601095.95925675;532243184.95682055;2121.27546;504.065457;0.0;0.0;2105.24067;405.829527;8.33972138;0.0;8.49583912;0.0;0.0;94.4656176;143085650.0;10261332.8;318418737.0;3900503710.0;30020745.2;26786816.6;inf;1.2868858e+27;1.69855414;2.80445311;26.5434023;22.2446812;7.12401858;7.40427633;2.76485617e-16;2.14175469
221;97.5911897;6.16609386e-07;73.6470104;101825625.99142097;428516176.34182626;2.1600000000000003e+31;2.1600000000000003e+31;102480314.4449035;531616630.34744704;2121.27348;504.064985;0.0;0.0;2107.72187;406.307831;8.59053674;0.0;8.71132571;0.0;0.0;95.6517767;162552488.0;10328597.0;335946169.0;3900512340.0;31710062.8;28268176.0;inf;1.33885124e+27;1.66321552;2.81887818;26.771561;22.472838;7.17290675;7.44135494;2.78873425e-16;2.17975089
222;97.4701324;1.12680349e-06;73.57675;101825554.94833162;428515877.94959974;2.1600000000000003e+31;2.1600000000000003e+31;102359487.60091567;530989840.48288375;2121.27496;504.065336;0.0;0.0;2110.20986;406.787444;8.84561009;0.0;8.93000433;0.0;0.0;96.8470708;126807413.0;10753414.5;354817672.0;3900516010.0;33527111.0;29859271.7;inf;1.37359839e+27;1.79067846;2.80559141;27.0046497;22.7059222;7.22288356;7.47932431;2.81261233e-16;2.21861091
223;102.494429;3.43379479e-07;75.5111194;101825104.69105712;428513982.1910303;2.1600000000000003e+31;2.1600000000000003e+31;104153439.03926939;540295964.6742692;2121.28434;504.067566;0.0;0.0;2073.86335;399.780887;0.981244603;0.0;1.7303331;0.0;0.0;49.1313757;92827830.1;6969332.73;97065728.0;1138482160.0;8431687.24;7961145.86;inf;5.67888069e+26;1.46623142;2.67309636;21.6141575;17.3154774;5.94954839;6.45176691;2.06943358e-16;1.19692344
224;99.9370313;9.09823415e-08;75.8575351;101825181.01370504;428514302.6835655;2.1600000000000003e+31;2.1600000000000003e+31;114846176.38716994;595764539.4343071;2121.28275;504.067189;0.0;0.0;1880.77659;362.559343;3.44430518;0.0;4.15361253;0.0;0.0;68.0751211;64217905.8;6687826.04;78221736.9;895881684.0;6784401.2;6455164.66;inf;4.82339914e+26;1.5673627;2.62979009;20.8583279;16.5051769;6.01951771;6.5125622;2.177357e-16;1.28305248
225;97.3483178;5.23769905e-07;73.5059086;101825653.8326587;428516292.80842054;2.1600000000000003e+31;2.1600000000000003e+31;102238809.83801466;530363826.27004737;2121.2729;504.064848;0.0;0.0;2112.70065;407.267595;9.10496439;0.0;9.15189097;0.0;0.0;98.0515295;100556473.0;11166985.5;375163923.0;3900525010.0;35484067.3;31570394.9;inf;1.40828696e+27;1.94466273;2.79476846;27.2427989;22.9440699;7.27397245;7.51819983;2.83649041e-16;2.25836052
226;97.2258887;7.6817525e-07;73.4345851;101825506.94630037;428515674.7710851;2.1600000000000003e+31;2.1600000000000003e+31;102117964.40319046;529736941.39028007;2121.27596;504.065575;0.0;0.0;2115.2008;407.749551;9.36862256;0.0;9.37700157;0.0;0.0;99.2651829;77629390.2;11523204.7;397126765.0;3900522530.0;37594099.6;33412560.1;inf;1.4432077e+27;2.13407027;2.78959829;27.4861736;23.1874368;7.32621737;7.55802158;2.86036849e-16;2.29902659
227;97.1027631;7.38583272e-07;73.3627146;101825318.29875596;428514881.61161464;2.1600000000000003e+31;2.1600000000000003e+31;101997127.84587747;529110099.3263115;2121.27989;504.066508;0.0;0.0;2117.70669;408.232616;9.63660743;0.0;9.60535203;0.0;0.0;100.488061;70048050.3;12076233.1;420868441.0;3900517860.0;39872194.7;35398392.3;inf;1.48839279e+27;2.24540188;2.79428788;27.7349158;23.43617;7.37964776;7.59880907;2.88424657e-16;2.34063691
228;96.9788322;4.64094232e-09;73.2901958;101825366.78062811;428515084.7893772;2.1600000000000003e+31;2.1600000000000003e+31;101876584.13077033;528484779.0878573;2121.27888;504.066269;0.0;0.0;2120.21243;408.71565;9.90894177;0.0;9.83695817;0.0;0.0;101.720193;104668823.0;12565745.7;446571679.0;3900526270.0;42335136.6;37542003.9;inf;1.56387444e+27;2.05420068;2.80911676;27.9891661;23.6904184;7.43429288;7.6405812;2.90812464e-16;2.38322023
229;96.8541312;1.40513275e-07;73.2170877;101825533.34741196;428515786.1366906;2.1600000000000003e+31;2.1600000000000003e+31;101756135.65472244;527859953.4757433;2121.27541;504.065444;0.0;0.0;2122.72212;409.199445;10.1856483;0.0;10.0718358;0.0;0.0;102.96161;153046759.0;12958389.5;474437045.0;3900537230.0;45001412.3;39858728.1;inf;1.64271227e+27;1.90400826;2.83186425;28.2553734;23.9566252;7.49019317;7.68337767;2.93200272e-16;2.42680669
